,tweet,hashtags,ref_user,urls,label
1517,depuis plus p5 soirées rebeus manquent,,,,1.0
1518,vacances entends retraités province plutôt gauche amp inclus communistes migrants,,url,,0.0
1519,marianne soubret œillères rien nantes 700 migrants évacués loger,,,,1.0
1520,publication photo carte crédit accordée migrants va encontre règles utilisation,,url,,1.0
1521,stop violence jeunes sérieux allez trop loin,,url,,1.0
1522,brise rapports comme renois stamford bridge,,,,1.0
1523,anti vaccins nourrissent tentation jouant,complotiste,user,,0.0
1524,être considéré militant antiracisme faut faire seulement deux choses,,,,1.0
1525,carai mongol,,user user user,,0.0
1526,ça dérange personne parque migrants comme bétail,,url,,1.0
1527,logique gauchiste,npc npcmeme,url,,1.0
1528,sale pute féministe couilles sale race,,url,,1.0
1529,répondons légitimement esclavage commis arabes date 860 1950 tout,,user url,,1.0
1530,plouc réalisateur faucon platitude déconcertante scénario gauchiste ringard déjà vu 1000 fois,franceculture,,,1.0
1531,rt tres classique apres periode gauchiste redressement effectue autant plus violent periode gauchi,,user,,1.0
1532,fument renois hype châtelet prennent boss monde crados,,,,1.0
1533,2 0 sacha nain jardin etait 2 doigt perdre hier si lopez fait mongol po,,user url,,1.0
1534,allemande rompt spirale silence propos politiques édia,terrorisme intellectuel m,url,,1.0
1535,temps gouvernement déjà assez occupé comme ça migrants islamo africains,,user user user,,1.0
1536,copain cesse dire bobo gauchiste,,,,0.0
1537,non quel mongol celui frat samp,,user user user,,0.0
1538,mdrr après renois parlent sexe,lrt,,,1.0
1539,africanisation islamisation europe importation mœurs associées,,user url,,1.0
1540,travaillez daron vraiment zer wesh renois savez très bien quoi parle,,,,1.0
1541,sale fils juif,,user,,1.0
1542,invité afrique algérie migrants beaucoup plus vulnérables maintenant leïla berrato,,url,,1.0
1543,bah sais bien merci mdr jsuis attardé justement être sûr avoir disque platine,,user,,1.0
1544,hey lorsqu voit renois devant ça télé mode slip chaussettesbatte base ball éclate,,url,,1.0
1545,rt invasion subissons celle touristes cet homme historien gauchiste,,user url,,1.0
1546,tous jours negro fridayyy,,,,1.0
1547,surtout autre mongol commente si peut appeler ça commenter hurle plus,,user user url,,0.0
1548,mongol esse,,user,,0.0
1549,jsuis larmes cet attardé mental,,url,,1.0
1550,quand 16 population musulmane processus irréversible poin,islamisation,user url,,1.0
1551,soutient grv franchement force parle rebeus arabes etes,,user url,,1.0
1552,technique 100 lyrique sale arabe nan matth style a popularisé tlm a copie,,user,,1.0
1553,arbitre attardé mental,,,,1.0
1554,putain plus mauvais mauvais défenseurs taclerait comme mongol 2m buts,,user,,0.0
1555,vu vidéo blackos disait achetez plus blanc visiblement ça air normal,,user user,,1.0
1556,ferme gueule attardé mental insoumis,,url,,1.0
1557,actrice merde bobo gauchiste merde metteur scene peine passable,,user user,,0.0
1558,exclu parce voyait trop oreilles mongol,,user,,0.0
1559,racontes mongol change lunettes e,,user user user user url,,0.0
1560,comment devenir parfait petit gauchiste identititaire 5 lecons nn,,,,0.0
1561,installé stp dirai jamais assez appli contre cyber harcèlement,,user user,,0.0
1562,gros attardé mental frère viol conçois extrêmement grave chair,,url,,0.0
1563,oh renois bledard réseaux mettent tjs 40 hashtag 1 phrase demi arrêtez freres mdrr,,,,1.0
1564,pays arabes a accueillir veut ras cul,,user,,1.0
1565,arabe chameau,,,,1.0
1566,ah a tout monde faut cucks qi 2 chiffres,,user user url,,0.0
1567,quand parle supporters ultras délire grave mongol,,user,,0.0
1568,bien joué mongol,,,,1.0
1569,depuis matin envie coller gifle bien patriarcale cet ado attardé fait office président,,url,,0.0
1570,vrai tellement pays va mal bande mongol décide faire purge peux pa,,url,,1.0
1571,parce assez intelligent fabrique bazooka aller lune connard,,user user,,0.0
1572,oui enfin impérialisme chinois ça résume cool afrique merde mongols déf,,user user url,,1.0
1573,flemme ça fait vrmnt tweet attrape renois autres passes temps mdr,,user,,1.0
1574,mdrrrrr wallah débile gros jte demande rime comme attardé,,user,,0.0
1575,fois où peter cable meuf traiter sale arabe ça comptait,,user,,1.0
1576,féministe parle irl,,user,,0.0
1577,islamisation marche,,url,,1.0
1578,putain resemblez fou plus parlez langue attardé,,user url,,0.0
1579,oui vrai lt 3,,user,,0.0
1580,encore méchants blancs oppresseurs méritent logiciel gauchiste resté,,user url,,1.0
1581,a arabes débattu,,user,,1.0
1582,a traitée sale arabe sale blanche aussi alors sais où e,,user user user url,,1.0
1583,colon dit va niker mère pute comme si appelait renoi esclave sale chienne,,url,,1.0
1584,comment peux passer personne autre comme ça seul coup possible faut être mongol mdr,,,,0.0
1585,sujet diesel autres pays européens attarde espagne 128,le20h mdr,url,,1.0
1586,sos racisme officine gauchiste dhimmi préfère détourner tête quand racisme anti blanc sévit,,url,,1.0
1587,corrente mongol,,user,,1.0
1588,perse etc plus blanc français espagnol iitalien corse grec russo mongol etc,,,,1.0
1589,ça fais longtemps vu arabes sens dépaysée,,,,1.0
1590,grace rageux cc peut etre renois muslim autre origine muslim vont plonger dm,,url,,1.0
1591,rt meilleur thiago messi voila terminenc crack meilleur attarde siecle bien,,user,,1.0
1592,oui oui islamo gauchiste va raconter ça autres,,user user user,,0.0
1593,quel frère écrit mieux rebeu rebeus,,url,,1.0
1594,dis pareil avc renois rep meme,,user,,1.0
1595,ptdrrrrrr vrai souvent mongol chiens là,,user,,0.0
1596,soir invités yourte hôtes déguster barbecue mongol ressemble fait pl,,url,,1.0
1597,putain fake mongol,,user,,0.0
1598,naza mongol aussi dit ça oh toujours visage serré souris nanani pourtant g,,url,,1.0
1599,dois mongol,,,,0.0
1600,déjà renois sûr vont dire jesus christ,,url,,1.0
1601,afrique désertique,,,,1.0
1602,regard attardé vu casque vélo sourcils françois f,,user user url,,0.0
1603,commentaires bas tous renois psq dit word aimerai tous asiat fassent pareil quand,,url,,1.0
1604,attardé mort tellement fier,,user,,1.0
1605,partage souvent travail pierre estève toujours adoré mérite attarde aime f,,url,,1.0
1606,précise ça non tweet maisnpour autre mongol parlant purge cette nuit,,user url,,0.0
1607,autre mongol quesqu raconte 2 viewers motiv autre papi radio resté,,user url,,0.0
1608,toute façon déjà beaucoup trop migrants immigrés hors culture fran,,user user url,,1.0
1609,si mongol,,user,,0.0
1610,dernieres elections quebec region aussi gauchiste,,user user user user url,,0.0
1611,mecs renois sortent meuf rebeu pourquoi aime trop mala,,,,1.0
1612,added video playlist opposition dispose aucun programme attarde faux,,user url,,1.0
1613,clans arabes f,,url,,1.0
1614,sale raciste vraie rebeu mm case jean françois patriote 38 jette sau,,url,,1.0
1615,bon aller baize mort attardé complètement ravagé mentalement laisse grand trkl,,url,,1.0
1616,attardé unfollow,,user,,0.0
1617,temps finir délinquance hyper violence finir barbares attaquent,,url,,1.0
1618,fous traite complotiste sais dis antisémite voilà pourquoi,,url,,1.0
1619,pk ouvre bouche alors sale menteur taime trop renoi vu mm ten presque mdrr,,user,,1.0
1620,bah disent français donc migrants faut donc expulser,,user,,1.0
1621,gros vas mettre aussi a renois demandent dire nigga dites nigga,,user url,,1.0
1622,après terrorisme remettent faute femmes islam enfermer femmes,,user,,1.0
1623,renois peuvent tweeter ça sans gêne mdrrr,,url,,1.0
1624,oui cela appelle colonisation islamisation nation aval gouvernements soumis ue,,user,,1.0
1625,ja respondeu mongol,,user,,0.0
1626,mongol demais,,user user user,,0.0
1627,fait attardé ssg,,,,1.0
1628,surement gauchiste,,user user,,0.0
1629,mdr rien perdre sale renoi dit merde tant mieux bloquer mérite voir tél merde,,user,,1.0
1630,renois découvrent madame negrophile negrophobe apres dispute où mot singe ressort,,url,,1.0
1631,gauchiste jusque masturbation,,,,1.0
1632,faite bonne année retard tt rebeus muslim etc cette planète,,,,1.0
1633,peux croire va dire fameux come direct inkerman mongol mentionne pré,,url,,1.0
1634,plein shabbat crié faut tuer tous juifs antisémite complotiste,,user user url,,1.0
1635,ère nom désir tout puissant adultes enfants permet cette violence identité profonde,pmasansp,,,0.0
1636,hé ça fume mentions a debats entre juifs complotiste importe quoi,,,,1.0
1637,expulser migrants,,,,1.0
1638,mongol,askfandoms,,,0.0
1639,renois tue plus tout traitant lâche regarde maintenant tête tomate riais,,url,,1.0
1640,dieu cet ado mal éduqué attardé vient faire levant haut jeun,lejouroujaibrulemoncoeur,url,,1.0
1641,islam innocent terrorisme,,url,,1.0
1642,calais migrants viols agresse habitants vienne aide cause ça habitants quitte calais,,user,,1.0
1643,hallucine train dire mode réussis mieux quand noir arabe gay ptdr bien,,url,,1.0
1644,si femme interdit mettre grande claque tete mongol fils faites quoi,,,,1.0
1645,collectif accuse forces ordre user violence envers migrants an dernier collectif dén,,url,,1.0
1646,mdrrr reconnais deux rebeus classes tout profs con,,user user url,,1.0
1647,malheureusement perdu dix retrouvés,france migrants stopimmigration,url,,1.0
1648,typique renois mdrr quand ça perd battle ça crie scandale bouge là,,url,,1.0
1649,extreme droite fantasme gauchiste existe tete gauchiasses raiso,,user url,,0.0
1650,rt gauchiste aveugle rend sourd aveugle gauchiste pose p,,user user user user,,1.0
1651,calla mongol,,user user user user user,,0.0
1652,renois rebeus créent division entre communautés devrait enfermer goulags,,,,1.0
1653,kabyle tjrs violence possible,,user,,1.0
1654,bah souviens gros attardé,,user,,1.0
1655,type gars renois,,url,,1.0
1656,mongol capable gérer amant marocain,,url,,1.0
1657,perso accueillerais bien 1 migrant chaque nick conrad expulser,,,,1.0
1658,failli postuler magasin fringues fait penser garde robe bobo gauchiste non bina,,url,,1.0
1659,attardé mental connard plus illettré co,,user user user user user url,,0.0
1660,renois plus gentil monde,,user,,0.0
1661,derrière 2 2 quel mongol,,,,0.0
1662,début pdt refrain danse pensais gringe disait danse spa jui attardé,,,,1.0
1663,comme propagande gauchiste dictaturielle faites fort,,user,,1.0
1664,rebeus quand leurs donnent clopes,,url,,1.0
1665,grave genre empire mongol truc comme ça,,user,,0.0
1666,sale juif,,user,,1.0
1667,ouuuuin bb,,user user user,,0.0
1668,français parlent français violence policière ouistreham répète,,,,1.0
1669,aime arabes bougnoules merde,,,,1.0
1670,mdr bac option attardé,,user user user user,,0.0
1671,ouah rebeus rapl maher zain,,,,1.0
1672,génie aulas intégrer tous rebeus rhône alpes cen,,url,,1.0
1673,islamisation marche pauvreté généralisée partout france,,user user,,1.0
1674,comment sara peut écrire différente manière h ça viens juifs,,user user url,,1.0
1675,presentes comme moyenne reseau trophique place peut va,,user user url,,0.0
1676,chamoy mongol,,user,,0.0
1677,sauf dit focalisés renois rebeu faire attardé réseaux paye hein,,url,,1.0
1678,ideologie gauchiste universite scientifiques medias secession perspe,,user user url,,0.0
1679,non clair français traître mongol plus,,user user,,0.0
1680,genre mongol prudente,,user user,,0.0
1681,rappelle si mongol déjà école,,url,,1.0
1682,regardez juste réponses donnent commentaires cet attardé mental trucs genre ptdr,,url,,1.0
1683,nan attends va trouver raciste non plus si campion appelle jaune ching chong fu man shu,,url,,1.0
1684,donc si états africains,,url,,1.0
1685,chaque femme dispose corps accidents ça arrive contre avortement ça,,user url,,1.0
1686,faire comprendre quel point pays attardé regardez type emails politiques envoient,,url,,1.0
1687,va débloquer 80 millions dollars éfugiés communautés accueil,r niger,user,,0.0
1688,exactement comme a rebeus turcs prennent prénoms civilizi passer crème,,user user,,1.0
1689,ptdrr mai vraiment peuple attardé,,url,,1.0
1690,mette chose clair non con attardé débile sais quoi niveau cultu,,url,,1.0
1691,intervenus parce alimentez propagande terrorist,,,,1.0
1692,guerre contre terrorisme guerre contre islam,,url,,1.0
1693,lecture ceci interroge grandement alcool complications violence fa,,user url,,0.0
1694,pousses reflexion trop loin gauchiste,,user,,0.0
1695,contre avortement homicide suffoqué pttdddrrrrr,,,,1.0
1696,nn aret hobi va pa fr mongol auci,,url,,1.0
1697,sacré attardé,,user user,,0.0
1698,folie gauchiste amene clochardise individus,,url,,1.0
1699,non ceci pourri jusqu moelle anti complotiste plus ciel pourri plus non voyants voient pur,,user,,0.0
1700,vraiment mongol point faire tirer sidibé 35m bon coup franc,,,,0.0
1701,ptdr découpé dirait renois foot staprem,,url,,1.0
1702,tellement con dit attardé ça ouais effectivement grave racoste dire ça,,user,,1.0
1703,sale payday juif arabophile retourne cuisine,,user,,1.0
1704,heureusement personne tl follow cet attardé mentale,,url,,1.0
1705,oui donc problème base comprends pourquoi pète câble comme gros mongol,,user url,,0.0
1706,plus beau cadeau inattendu 00h10 président attarde likes,4novembre2018 tl,user url,,1.0
1707,jte rassure jsuis blanche states jme fait victimiser avion,,user user user url,,0.0
1708,mongol nan quel moment parle musique,,user,,0.0
1709,deni realite definit pratiquement pensee gauchiste prend allure delire psychiatr,,user url,,0.0
1710,pourquoi pays très riches comme arabie saoudite qatar émirats arabes etc,,user user url,,1.0
1711,islam pareil terrorisme,,user user user user url,,1.0
1712,rt tous conservateurs soutenant wauquiez reelles gauchiste refoule nle vote utile rn point barre vou,,user,,1.0
1713,58 migrants aquarius signe fort envoyé africains aussi diversion ceux,,user url,,1.0
1714,robert bowers 46 ans auteur tuerie accusait juifs financer invasion usa,pittsburgh,url,,1.0
1715,actuellement zanzibar constate sue france où renois rebeu opposent,,url,,1.0
1716,alors merci merci,,user,,1.0
1717,anti islamisme anti radicalisme terrorisme extrémisme anti i,,user user user url,,1.0
1718,islam terrorisme veux dire extrémisme existe toutes,,user user url,,1.0
1719,bobo gauchiste va dire cette chanson haineuse faute rn,,user,,0.0
1720,islam gt islamisme gt terrorisme,,url,,1.0
1721,kiff rebeus askiparaaait,,url,,1.0
1722,oui accord anti parle argent sale plutôt,,user user user url,,0.0
1723,change mot blanc noirs arabes émeute incroyable tenir tels propos liebig,,url,,1.0
1724,merci merkel ue préfère migrant sans papier expulser bizarre gens,,user user,,1.0
