,tweet,hashtags,ref_user,urls,label
8622,hey 5 heures matin donne fille peu crédit essayer,,,,0.0
11511,lu message très vite pensais disait jour café national demandais comment allais trancher coupe,,,,0.0
4720,écoute alors brad paisley,,,,0.0
12272,désolé ignore tweet précédent bonjour vu beaucoup,,,,0.0
7182,laksa chef heureux centre pailou rue dixon meilleur,,,,0.0
299,tout jours negro fridayyyyyyyy,,,,0.0
4300,haha petit déjeuner tout toute façon déjà disamperin chaque client maison,,,,0.0
5003,sensationnel prendre plaisir,,,,0.0
9411,savez où a soulevé plutôt inspiré,,,,0.0
7470,bonne nouvelle soleil brille aussi,,,,0.0
5489,pourrais être plus accord,,,,0.0
4287,cela fait longtemps regardé spectacle cosby oublié combien drôle peux dormir aussi grrrrr,,,,0.0
5883,seulement 18 génial peux voir photo maintenant disparu pendant certain temps étrange,,,,0.0
8264,impression sérigraphique aujourd hui apporte mal dos mains douces sûr rendons plus difficile faut,,,,0.0
13026,prêt soleil chaleur travaillant jusqu 3 alors sait,,,,0.0
9974,thx déjà pris photo gens bureau rire,,,,0.0
3994,fake plus très mauvaise qualité personne exprime comme attardé,,user user url,,0.0
4382,salut cel comment ça va aujourd hui,,,,0.0
11178,pensent vraiment brillant simplement soulagés méchant comme,,,,0.0
13647,ha lol vais essayer matin prendre mère train acheter aujourd hui parce bonne fille,,,,0.0
343,bien accord jamais intolérance gauchiste a aussi violente complicité gouvernants gra,,url,,1.0
1158,va jouer st nazaire club renois rebeux,,user,,1.0
11832,viens envoyer lien pardon,,,,0.0
5548,peux commencer dire combien déteste,,,,0.0
12602,spécifiquement argent,,,,0.0
622,sale arabe connor père dirait vais lyncher curious cat comme brave,,user,,1.0
3480,oui pensons aucune leçon recevoir juifs chrétiens car,,user user url,,1.0
1570,vrai tellement pays va mal bande mongol décide faire purge peux pa,,url,,1.0
13064,maintenant maison,,,,0.0
13796,mec besoin tasses,,,,0.0
6371,bonjour aujourd hui dougie devenu matin a environ vingt minutes ici amérique,,,,0.0
6782,comment déjà gosh ravi,,,,0.0
2138,désolé savais attardé alors là vraiment désolée veux argent,,user user,,0.0
13936,enfers oui font sens tellement méchant malheureusement ressemble encore carré total tous autres,,,,0.0
13999,voici 15 h 55 bonjour,,,,0.0
10556,temps vie effectivement joué gagné assiette boissons tous wooooooo,,,,0.0
5829,bien puisque sujet vais peut être plaindre cela,,,,0.0
3615,attarde cependant quelque peu si laissiez gens faire pro,,user user user url,,0.0
10002,conseil être accroché classements regarder visiteurs recherche organique comme cible,,,,0.0
8308,wellywood représente,,,,0.0
13333,quot marqué comme punk punk rock pop punk new york plus gens devraient écouter cette bande quot plié,,,,0.0
8090,demandant où tous amis cette heure réveillez,,,,0.0
10213,manger chocolat guère tâche plus comme passe temps préféré,,,,0.0
3478,oublions beaucoup juifs réfugiés maghreb cette,,user user user url,,1.0
9570,ahahaha oui sais ahahah attend minute pls,,,,0.0
9346,sperme sperme sperme,,,,0.0
11982,manger krakers rappelant restauration rapide pooo,,,,0.0
9107,viens avoir magazine étalon entre mains ça a air très bon peux attendre entendre gens pensent,,,,0.0
5902,connais si longtemps bonté a surpris,,,,0.0
9166,attendant aujourd hui spectacles fête plage journée chargée haha,,,,0.0
8717,assis soleil assaisonné 30 degrés merveilleux,,,,0.0
9105,train faire vie bonheur mieux aller planification future,,,,0.0
2807,fait grand retour arrière leurs alliances voici manif contre avortement,feminisme afd,url,,1.0
13455,regardé premier épisode jusqu ici adoré adore aimer 2ème épisode soir,,,,0.0
1936,toujours deformer propos autres etes sans doute gauchiste macron,,user user url,,0.0
8012,aha suffit battre cela moins ska cependant peut être simplement livrer,,,,0.0
2258,rebeus led asiats elles font tellement chavirer coeur,,,,1.0
5934,lol aimez don worry plus,,,,0.0
10677,bienvenue côté sombre,,,,0.0
13627,connais maintenant décollage,,,,0.0
3187,rt bien ser aucune reponse intelligente part gauchistes gauchiste macroniste forc,fbpe,user user user,,1.0
6793,oui taureaux défilé dorment maintenant feu combo parfait,,,,0.0
4914,ah adolescent typique bon fils verrez meilleurs jours,,,,0.0
5758,re mot français désolé semble devrez essayer plus fort baisse 11 5,,,,0.0
13989,vois apprenant rapide lol envoyé messages quelques pages pleines seule nuit allez tête ms sonya,,,,0.0
1839,renois kiffent hxh parce père gon a abandonné,,,,0.0
6926,argent bien dépensé agit peu près semaine salaire,,,,0.0
11996,voici virtuel aussi savoureux beaucoup plus facile hanches gentil tweet btw,,,,0.0
2612,ça fait bizarre dire vais être tonton 10 ans mdrrr chez rebeus renois tontons,,url,,1.0
1526,ça dérange personne parque migrants comme bétail,,url,,1.0
5728,bienvenu k tige,,,,0.0
3015,grt mongol,,,,0.0
9294,wow drunks jans tout,,,,0.0
4068,aussi beaucoup chansons buffy favoris vivian nerf herder quand foi a rencontré pic corps buffy,,,,0.0
9408,woooo allez tom lève alors xx,,,,0.0
9506,peut être devriez prendre pause mettre certains baisse,,,,0.0
1375,vais répondre encore fois autre proverbe arabe chameau,,user user user url,,0.0
13260,oh roadshow antiquités quot étrangement addictif drôle lorsque gens découvrent jonque sans valeur,,,,0.0
13700,g morning maudit bien unc complètement démantelé msu nuit dernière hein,,,,0.0
9390,oh mangeait toblerone,,,,0.0
8556,mesure tournons vers avenir moments très intéressants venir,,,,0.0
12780,semble vraiment bien là gars devriez certainement continuer branchement sans vergogne,,,,0.0
5612,profiter lait,,,,0.0
1006,espèce sale trans ressemble vieux pd sort grosse partouze renoi,,user,,0.0
415,donc qd traite quelqu 1 sale arabe normal qud arabe traite qlq 1 sale blanc normal,,user user,,1.0
8360,fraise meilleur amour amour anges chocolat fois trop doux,,,,0.0
3443,tolérance gauchiste,,user user,,0.0
11823,tweeps après midi,,,,0.0
4341,existe lien façon profiter chocolat noir post,,,,0.0
1146,voyez appel communément mongol vrai incapable utiliser cerveau lire correc,,url,,0.0
11747,autres nouvelles carte lien ez a retrouvée retournée après 3 jours louange dieu,,,,0.0
2664,mare repat comme ceci cantine serieu ras bol degueulasse plus africain prefere mourir dan,,url,,1.0
7216,finalement terminé premier article terme,,,,0.0
7317,écoute blink 182,,,,0.0
4696,quitter approuvé europe viens merci compagnies aériennes singapour vols chers,,,,0.0
8191,excité nouvel ep co op car tout jeux indie peut attendre voir cygne inachevé kinderporno néerlandais lol,,,,0.0
9717,présume suffisamment rappels propos rendez,,,,0.0
5581,enfin aller lit,,,,0.0
4746,tweets désolé distrait deux corps célestes,,,,0.0
13658,écoute peu ladyhawke tout heure,,,,0.0
13740,choses bonnes printemps rend inquiet cependant,,,,0.0
12972,imparable incroyable flatteries rascal loin meilleurs,,,,0.0
4924,errrrr oops pourrais peut être tromper savais aussies précisé lol,,,,0.0
12691,e come disse jeff buckley alléluia,,,,0.0
10405,fait nia soir toujours bon dérange,,,,0.0
962,rt samedi sans petite sortie reac ado attarde,,user url,,1.0
12039,encore 8 heures matin heureusement rien faire sauf regarder autres personnes parler,,,,0.0
367,dois mongol,,user user,,0.0
11090,nerd lisa retard souviens jeux olympiques spéciaux parle autrichien mec couper souffle,,,,0.0
13973,oh génial merci vais transmettre,,,,0.0
6052,si mignon,,,,0.0
13085,mesure commence journée 3xg07,,,,0.0
10332,emballage dubai excité,,,,0.0
5744,eh bien pense devriez aller chercher pot or,,,,0.0
14000,rapide furieux nouveau modèle pièces originales très bon film,,,,0.0
7648,oui aime radio 1 heure matin comment ça va oui attends demain aussi,,,,0.0
9357,quels outils mesure contrôle efficaces processus eb comment pourquoi,,,,0.0
8741,passé 1 journée faire recherches sens bien exploit,,,,0.0
1179,liked video islamisation québec manifestation vendredi 15 décembre,,user url,,0.0
3001,aime vidéo bass mongol vs akon mongol adresse,,user url,,1.0
818,grace dieu finie verra renois rebeux blonds,,,,1.0
7174,hola mieux aujourd hui bonne journée,,,,0.0
7939,merci sens mieux aujourd hui pensé histoire loup garou géniale écrivez beaucoup choses effrayantes aime choses effrayantes,,,,0.0
2302,hé mère père famille wsh parents inverse clichés renois mdrjebdnd,,url,,1.0
4444,a équipe,,,,0.0
10803,habiller frère dimanche pâques a air pointu,,,,0.0
10320,bonne chance efforts maison blanche si incroyablement envieux merci impressionnante représentation grand personnage,,,,0.0
3618,ville aussi belle habitants aussi moches rentable sale arabe,,user,,1.0
1937,ceux contre avortement ceux là mêmes peine mort,,,,1.0
11844,vais mettre chambre jeudi alors prend petit déjeuner,,,,0.0
7072,accord trop conversations temps petit cerveau peut gérer tout cela,,,,0.0
7142,plus bucket kitty a besoin prochaine tablette devrais compter doigts maintenant après,,,,0.0
13825,ah faut bien aimer exercices nécessitent équipement surtout bon 4 voyage mat voyageront,,,,0.0
6924,travail nouveau,,,,0.0
6686,défi dépassé bien fait monsieur,,,,0.0
6219,haylie tellement mignon,,,,0.0
3632,bas pleins blacks rebeus,,user user user,,1.0
8566,bienvenue frère,,,,0.0
4723,haha encore dit,,,,0.0
11718,oui étrange être hors ligne depuis si longtemps supposer monde sous coup continue bien sans,,,,0.0
2228,renois remarqué tweets lovers vendez rêve quand regarde actes autre chose,,,,1.0
7608,téléchargement musique hannah montana rendre heureux comment passe temps,,,,0.0
9577,légumes,,,,0.0
6484,mise place nouveaux systèmes contributeurs,,,,0.0
9359,jouons hub festival samedi 23 mai si gens veulent descendre vérifier,,,,0.0
796,chanteurs renois voix super douce base doks dadju scridge keblack kalash etc aime trop,,,,1.0
1513,grave potes rebeus blacks faisaient régulièrement contrôler jusqu leurs,,url,,1.0
5499,heh heh,,,,0.0
1022,double négation espèce attardé,,user user user user user user url,,0.0
1548,mongol esse,,user,,0.0
12135,oui satisfaisant adore là haut,,,,0.0
9554,retour singapour facilement meilleurs voyages jb depuis longtemps,,,,0.0
6862,amis font autres fois maison bouteille vin pétillant bon film baignoire fait bien aussi,,,,0.0
11321,p belle table,,,,0.0
11651,taxe turbo fait merveilles bonne chance,,,,0.0
6615,tellement simple savais obtiendrais sourit vraiment grand bonne nuit,,,,0.0
2705,heetch mamadou ntm ptn mongol tt trajet jvoulais cracher gueule fdp,,,,1.0
12238,aime voir soleil fierté caroline nord aujourd hui belle victoire talons nuit dernière,,,,0.0
8601,vraiment génial ça donne envie smacar maintenant tasse thé,,,,0.0
10009,chaque bureau devrait avoir initiateur,,,,0.0
11862,bonnes personnes tout monde suit belle femme,,,,0.0
3805,mdr entends rire là où espère mongols juste grand territo,,user user url,,0.0
7820,royaume uni mûre messagerie vocale spinvox gratuite 2mth ici,,,,0.0
12732,merci dieu demi terme fait peux rester lit jusqu 3 heures après midi quelques jours,,,,0.0
10356,quelle image fond miley twitter plz tell aimerais savoir quelle image,,,,0.0
1218,relis tweet mongol va dormir,,user,,0.0
12811,spencer cause problèmes comme habitude,,,,0.0
683,fallait rêver quelqu attarde vendredi petit effort operat,,user user url,,0.0
5167,ah oui inscris aussi,,,,0.0
777,ferme gueule gauchiste merde,,,,1.0
9176,copain ronfle vraiment fort a réveillé ça va aime,,,,0.0
5471,twittin liiiittle doan keal suggestion,,,,0.0
10245,conclusion laquelle venu aussi,,,,0.0
8179,vient trouver impression patte rouillée voie va juste donner nettoyage rapide dire cassé acheter piste extension,,,,0.0
3370,toujours mêmes poncifs 1 non violence position moral,,user user user url,,0.0
10162,profite foule,,,,0.0
2897,relou gauchiste service donc quasi plus invite tout cote famille o,,user user,,0.0
2967,aquarius cherche port accoster 11 migrants libyens via,,url user,,1.0
11163,énorme lune horizon ouest matin,,,,0.0
1599,dois mongol,,,,0.0
11583,wow ligne dès maintenant,,,,0.0
11219,temps réveiller amuser,,,,0.0
1452,aime vidéo chine rejet migrants africains adresse,,user url,,1.0
11190,probable,,,,0.0
11725,aww seulement 4 heures aller xx,,,,0.0
10834,aime nouvelle chanson pré commande tee single quand annonrez tournées européennes,,,,0.0
10954,comment connu aime ça,,,,0.0
12734,wow vient avoir comment formidable tas voitures neuves adoré honda honda jaune modèle ez ressemble mine lol,,,,0.0
5474,www twitter com go0seegg ajoute bébé,,,,0.0
7416,ok maintenant seulement 30 minutes impossible attendre 4 jours repos uniquement ahhh téléphones radio a sauvé vie soir bien senti,,,,0.0
13737,beignet gris,,,,0.0
5737,chiffrement flairnull,,,,0.0
2922,alors naulleau debarque finie posture gauchiste intraitable ouvert diversite culturelle incap,,url,,1.0
2482,cet attardé conducteur bus sait freiner doucement met meilleurs kick pédale vois ça,,,,0.0
9526,content choses améliorent enregistrement haha tay,,,,0.0
7156,chasse jamais simplement meilleur atm,,,,0.0
7658,arrête spamner mystère twitter passez bon moment ikea,,,,0.0
1631,gauchiste jusque masturbation,,,,1.0
10636,mitchel musso rocks ouais,,,,0.0
6259,,,,,0.0
2299,donc ca secret beaute bonheur eternel,,user,,1.0
11833,profiter merveilleux temps 20 tout apprenant dernière étape,,,,0.0
4523,regardant keith olbermann retard retard tard alors spectacle quotidien a michael renard tant invité collision scolaire,,,,0.0
6022,adore pizza froide b fast mmm,,,,0.0
1169,migrants richesse europe typhus abdominal,,,,1.0
64,être 4 renois 206 musique fond vapotes gogo oublier papiers voiture,,,,1.0
9031,hehe absolument impatient toute expérience,,,,0.0
13213,adore cette photo chantes finnois,,,,0.0
4281,vu allées frontières oxford bien tragique,,,,0.0
10772,regardé jim carreys quot yes man quot nuit dernière a vraiment apprécié spectacle assez bon,,,,0.0
2121,reportage clubs français coupe europe gros mongol,,user user user user user user user,,0.0
10917,aimerais connaître fessée publique perdus éther avant personne remarque,,,,0.0
12137,parler meilleur ami effrayée mort,,,,0.0
10135,continué alors internet a retiré maison cousins twitter veux réponse braaaaaaaaaaaaaaaaaadie,,,,0.0
4070,tweetland matin longue journée venir espère tout monde bon jour,,,,0.0
9061,eh bien crois connaissez déjà opinion genre fraîcheur haha,,,,0.0
12898,mio signifie idée signifie spazio vais demander père demain,,,,0.0
8322,déclara haha comment faites mise jour via téléphone ajouté périphérique sais quoi faire ensuite,,,,0.0
125,alors pourquoi cette condamnation faute justice gauchiste mauvaises fréquentations ête,,url,,1.0
6614,trouvé devise si frappez femme vais frapper,,,,0.0
7812,matinée être paresseuse,,,,0.0
4010,rebeus demande amis aussi,,user,,1.0
9471,hahaha espère danny commence twitter trouverons façon dont fraternité voyage schmance,,,,0.0
1883,surtout plus islam sanguinaire terrorisme,,user,,1.0
8473,celui recherchions,,,,0.0
3176,putain filous renois conspirent faire insulter place publique,,,,1.0
9456,personnes créatives devraient avoir administrer,,,,0.0
11162,présentant discours aujourd hui souhaite chance,,,,0.0
1310,blanc tire juifs fou arabe fait chose terroriste,,,,1.0
4130,voulez dire fais choses maintenant vieux,,,,0.0
12894,vérifie chirurgie puis dirige vers sc toute famille josh puisse rencontrer mademoiselle mlle,,,,0.0
4171,k vais essayer comprendre vais coucher nuit nuit,,,,0.0
3357,millions morts famine chaque annee veux laisser pourri,,user user url,,0.0
